month_year,Year,Month,education_attainment,unemployment_level,unemployment_rate
2017-01,2017,January,Other College or Associate Degree,1468.0,3.9
2018-01,2018,January,Other College or Associate Degree,1300.0,3.4
2019-01,2019,January,Other College or Associate Degree,1290.0,3.4
2020-01,2020,January,Other College or Associate Degree,1062.0,2.8
2021-01,2021,January,Other College or Associate Degree,2166.0,6.1
2022-01,2022,January,Other College or Associate Degree,1242.0,3.5
2023-01,2023,January,Other College or Associate Degree,1036.0,2.9
1993-02,1993,February,Other College or Associate Degree,1528.0,5.5
1994-02,1994,February,Other College or Associate Degree,1444.0,4.8
1995-02,1995,February,Other College or Associate Degree,1137.0,3.7
1996-02,1996,February,Other College or Associate Degree,1159.0,3.8
1997-02,1997,February,Other College or Associate Degree,1079.0,3.5
1998-02,1998,February,Other College or Associate Degree,958.0,3.1
1999-02,1999,February,Other College or Associate Degree,993.0,3.1
2000-02,2000,February,Other College or Associate Degree,973.0,3.0
2001-02,2001,February,Other College or Associate Degree,933.0,2.8
2002-02,2002,February,Other College or Associate Degree,1419.0,4.2
2003-02,2003,February,Other College or Associate Degree,1615.0,4.7
2004-02,2004,February,Other College or Associate Degree,1470.0,4.3
2005-02,2005,February,Other College or Associate Degree,1445.0,4.2
2006-02,2006,February,Other College or Associate Degree,1304.0,3.6
2007-02,2007,February,Other College or Associate Degree,1250.0,3.6
2008-02,2008,February,Other College or Associate Degree,1385.0,3.8
2009-02,2009,February,Other College or Associate Degree,2697.0,7.3
2010-02,2010,February,Other College or Associate Degree,2960.0,8.1
2011-02,2011,February,Other College or Associate Degree,2889.0,7.9
2012-02,2012,February,Other College or Associate Degree,2695.0,7.2
2013-02,2013,February,Other College or Associate Degree,2436.0,6.5
2014-02,2014,February,Other College or Associate Degree,2211.0,6.0
2015-02,2015,February,Other College or Associate Degree,1858.0,5.0
2016-02,2016,February,Other College or Associate Degree,1621.0,4.3
2017-02,2017,February,Other College or Associate Degree,1544.0,4.1
2018-02,2018,February,Other College or Associate Degree,1329.0,3.5
2019-02,2019,February,Other College or Associate Degree,1183.0,3.2
2020-02,2020,February,Other College or Associate Degree,1139.0,3.0
2021-02,2021,February,Other College or Associate Degree,2034.0,5.7
2022-02,2022,February,Other College or Associate Degree,1301.0,3.7
2023-02,2023,February,Other College or Associate Degree,1167.0,3.2
1993-03,1993,March,Other College or Associate Degree,1470.0,5.3
1994-03,1994,March,Other College or Associate Degree,1380.0,4.6
1995-03,1995,March,Other College or Associate Degree,1258.0,4.1
1996-03,1996,March,Other College or Associate Degree,1144.0,3.7
1997-03,1997,March,Other College or Associate Degree,1098.0,3.5
1998-03,1998,March,Other College or Associate Degree,1015.0,3.2
1999-03,1999,March,Other College or Associate Degree,914.0,2.9
2000-03,2000,March,Other College or Associate Degree,916.0,2.8
2001-03,2001,March,Other College or Associate Degree,918.0,2.7
2002-03,2002,March,Other College or Associate Degree,1450.0,4.3
2003-03,2003,March,Other College or Associate Degree,1638.0,4.8
2004-03,2004,March,Other College or Associate Degree,1624.0,4.7
2005-03,2005,March,Other College or Associate Degree,1364.0,3.9
2006-03,2006,March,Other College or Associate Degree,1325.0,3.7
2007-03,2007,March,Other College or Associate Degree,1260.0,3.6
2008-03,2008,March,Other College or Associate Degree,1433.0,3.9
2009-03,2009,March,Other College or Associate Degree,2759.0,7.5
2010-03,2010,March,Other College or Associate Degree,3079.0,8.4
2011-03,2011,March,Other College or Associate Degree,2757.0,7.5
2012-03,2012,March,Other College or Associate Degree,2826.0,7.5
2013-03,2013,March,Other College or Associate Degree,2348.0,6.3
2014-03,2014,March,Other College or Associate Degree,2217.0,6.0
2015-03,2015,March,Other College or Associate Degree,1801.0,4.8
2016-03,2016,March,Other College or Associate Degree,1566.0,4.1
2017-03,2017,March,Other College or Associate Degree,1378.0,3.6
2018-03,2018,March,Other College or Associate Degree,1334.0,3.5
2019-03,2019,March,Other College or Associate Degree,1270.0,3.4
2020-03,2020,March,Other College or Associate Degree,1413.0,3.8
2021-03,2021,March,Other College or Associate Degree,2118.0,5.9
2022-03,2022,March,Other College or Associate Degree,1105.0,3.1
2023-03,2023,March,Other College or Associate Degree,1067.0,3.0
1993-04,1993,April,Other College or Associate Degree,1469.0,5.2
1994-04,1994,April,Other College or Associate Degree,1392.0,4.7
1995-04,1995,April,Other College or Associate Degree,1258.0,4.1
1996-04,1996,April,Other College or Associate Degree,1180.0,3.8
1997-04,1997,April,Other College or Associate Degree,1044.0,3.4
1998-04,1998,April,Other College or Associate Degree,856.0,2.7
1999-04,1999,April,Other College or Associate Degree,948.0,3.0
2000-04,2000,April,Other College or Associate Degree,857.0,2.6
2001-04,2001,April,Other College or Associate Degree,982.0,2.9
2002-04,2002,April,Other College or Associate Degree,1541.0,4.6
2003-04,2003,April,Other College or Associate Degree,1629.0,4.8
2004-04,2004,April,Other College or Associate Degree,1418.0,4.1
2005-04,2005,April,Other College or Associate Degree,1347.0,3.9
2006-04,2006,April,Other College or Associate Degree,1325.0,3.8
2007-04,2007,April,Other College or Associate Degree,1291.0,3.6
2008-04,2008,April,Other College or Associate Degree,1451.0,4.0
2009-04,2009,April,Other College or Associate Degree,2845.0,7.7
2010-04,2010,April,Other College or Associate Degree,3089.0,8.4
2011-04,2011,April,Other College or Associate Degree,2769.0,7.5
2012-04,2012,April,Other College or Associate Degree,2846.0,7.6
2013-04,2013,April,Other College or Associate Degree,2367.0,6.4
2014-04,2014,April,Other College or Associate Degree,2127.0,5.7
2015-04,2015,April,Other College or Associate Degree,1764.0,4.7
2016-04,2016,April,Other College or Associate Degree,1576.0,4.2
2017-04,2017,April,Other College or Associate Degree,1378.0,3.6
2018-04,2018,April,Other College or Associate Degree,1306.0,3.4
2019-04,2019,April,Other College or Associate Degree,1150.0,3.1
2020-04,2020,April,Other College or Associate Degree,5603.0,15.5
2021-04,2021,April,Other College or Associate Degree,2121.0,6.0
2022-04,2022,April,Other College or Associate Degree,1103.0,3.1
2023-04,2023,April,Other College or Associate Degree,1018.0,2.9
1993-05,1993,May,Other College or Associate Degree,1437.0,5.1
1994-05,1994,May,Other College or Associate Degree,1370.0,4.6
1995-05,1995,May,Other College or Associate Degree,1287.0,4.2
1996-05,1996,May,Other College or Associate Degree,1171.0,3.8
1997-05,1997,May,Other College or Associate Degree,944.0,3.0
1998-05,1998,May,Other College or Associate Degree,997.0,3.2
1999-05,1999,May,Other College or Associate Degree,925.0,2.9
2000-05,2000,May,Other College or Associate Degree,874.0,2.6
2001-05,2001,May,Other College or Associate Degree,1010.0,3.0
2002-05,2002,May,Other College or Associate Degree,1598.0,4.8
2003-05,2003,May,Other College or Associate Degree,1681.0,4.9
2004-05,2004,May,Other College or Associate Degree,1390.0,4.0
2005-05,2005,May,Other College or Associate Degree,1342.0,3.9
2006-05,2006,May,Other College or Associate Degree,1315.0,3.8
2007-05,2007,May,Other College or Associate Degree,1227.0,3.4
2008-05,2008,May,Other College or Associate Degree,1569.0,4.3
2009-05,2009,May,Other College or Associate Degree,2879.0,7.8
2010-05,2010,May,Other College or Associate Degree,3027.0,8.2
2011-05,2011,May,Other College or Associate Degree,2882.0,7.8
2012-05,2012,May,Other College or Associate Degree,2857.0,7.7
2013-05,2013,May,Other College or Associate Degree,2445.0,6.5
2014-05,2014,May,Other College or Associate Degree,2062.0,5.5
2015-05,2015,May,Other College or Associate Degree,1669.0,4.4
2016-05,2016,May,Other College or Associate Degree,1473.0,3.9
2017-05,2017,May,Other College or Associate Degree,1506.0,4.0
2018-05,2018,May,Other College or Associate Degree,1220.0,3.2
2019-05,2019,May,Other College or Associate Degree,1018.0,2.7
2020-05,2020,May,Other College or Associate Degree,5038.0,13.8
2021-05,2021,May,Other College or Associate Degree,2138.0,6.0
2022-05,2022,May,Other College or Associate Degree,1217.0,3.4
2023-05,2023,May,Other College or Associate Degree,1134.0,3.2
1993-06,1993,June,Other College or Associate Degree,1502.0,5.3
1994-06,1994,June,Other College or Associate Degree,1298.0,4.4
1995-06,1995,June,Other College or Associate Degree,1251.0,4.1
1996-06,1996,June,Other College or Associate Degree,1181.0,3.8
1997-06,1997,June,Other College or Associate Degree,1023.0,3.3
1998-06,1998,June,Other College or Associate Degree,889.0,2.8
1999-06,1999,June,Other College or Associate Degree,775.0,2.4
2000-06,2000,June,Other College or Associate Degree,911.0,2.7
2001-06,2001,June,Other College or Associate Degree,1027.0,3.0
2002-06,2002,June,Other College or Associate Degree,1523.0,4.6
2003-06,2003,June,Other College or Associate Degree,1668.0,4.9
2004-06,2004,June,Other College or Associate Degree,1436.0,4.1
2005-06,2005,June,Other College or Associate Degree,1348.0,3.9
2006-06,2006,June,Other College or Associate Degree,1238.0,3.5
2007-06,2007,June,Other College or Associate Degree,1283.0,3.5
2008-06,2008,June,Other College or Associate Degree,1595.0,4.3
2009-06,2009,June,Other College or Associate Degree,2964.0,8.1
2010-06,2010,June,Other College or Associate Degree,2978.0,8.1
2011-06,2011,June,Other College or Associate Degree,3049.0,8.3
2012-06,2012,June,Other College or Associate Degree,2752.0,7.3
2013-06,2013,June,Other College or Associate Degree,2405.0,6.5
2014-06,2014,June,Other College or Associate Degree,1931.0,5.2
2015-06,2015,June,Other College or Associate Degree,1595.0,4.2
2016-06,2016,June,Other College or Associate Degree,1549.0,4.1
2017-06,2017,June,Other College or Associate Degree,1396.0,3.7
2018-06,2018,June,Other College or Associate Degree,1238.0,3.3
2019-06,2019,June,Other College or Associate Degree,1115.0,3.0
2020-06,2020,June,Other College or Associate Degree,3991.0,10.9
2021-06,2021,June,Other College or Associate Degree,2110.0,5.8
2022-06,2022,June,Other College or Associate Degree,1121.0,3.1
2023-06,2023,June,Other College or Associate Degree,1092.0,3.1
1993-07,1993,July,Other College or Associate Degree,1484.0,5.2
1994-07,1994,July,Other College or Associate Degree,1295.0,4.3
1995-07,1995,July,Other College or Associate Degree,1265.0,4.1
1996-07,1996,July,Other College or Associate Degree,1164.0,3.7
1997-07,1997,July,Other College or Associate Degree,971.0,3.1
1998-07,1998,July,Other College or Associate Degree,917.0,2.9
1999-07,1999,July,Other College or Associate Degree,960.0,3.0
2000-07,2000,July,Other College or Associate Degree,927.0,2.8
2001-07,2001,July,Other College or Associate Degree,1026.0,3.0
2002-07,2002,July,Other College or Associate Degree,1473.0,4.4
2003-07,2003,July,Other College or Associate Degree,1694.0,5.0
2004-07,2004,July,Other College or Associate Degree,1456.0,4.2
2005-07,2005,July,Other College or Associate Degree,1297.0,3.7
2006-07,2006,July,Other College or Associate Degree,1287.0,3.6
2007-07,2007,July,Other College or Associate Degree,1291.0,3.6
2008-07,2008,July,Other College or Associate Degree,1685.0,4.6
2009-07,2009,July,Other College or Associate Degree,2930.0,8.0
2010-07,2010,July,Other College or Associate Degree,3074.0,8.3
2011-07,2011,July,Other College or Associate Degree,3049.0,8.3
2012-07,2012,July,Other College or Associate Degree,2686.0,7.2
2013-07,2013,July,Other College or Associate Degree,2259.0,6.1
2014-07,2014,July,Other College or Associate Degree,2013.0,5.3
2015-07,2015,July,Other College or Associate Degree,1637.0,4.3
2016-07,2016,July,Other College or Associate Degree,1589.0,4.2
2017-07,2017,July,Other College or Associate Degree,1371.0,3.7
2018-07,2018,July,Other College or Associate Degree,1169.0,3.1
2019-07,2019,July,Other College or Associate Degree,1167.0,3.1
2020-07,2020,July,Other College or Associate Degree,3507.0,9.6
2021-07,2021,July,Other College or Associate Degree,1772.0,4.9
2022-07,2022,July,Other College or Associate Degree,1016.0,2.9
2023-07,2023,July,Other College or Associate Degree,1118.0,3.1
1993-08,1993,Augest,Other College or Associate Degree,1581.0,5.5
1994-08,1994,Augest,Other College or Associate Degree,1298.0,4.3
1995-08,1995,Augest,Other College or Associate Degree,1236.0,4.0
1996-08,1996,Augest,Other College or Associate Degree,1159.0,3.7
1997-08,1997,Augest,Other College or Associate Degree,1006.0,3.2
1998-08,1998,Augest,Other College or Associate Degree,853.0,2.7
1999-08,1999,Augest,Other College or Associate Degree,952.0,3.0
2000-08,2000,Augest,Other College or Associate Degree,921.0,2.8
2001-08,2001,Augest,Other College or Associate Degree,1110.0,3.3
2002-08,2002,Augest,Other College or Associate Degree,1486.0,4.4
2003-08,2003,Augest,Other College or Associate Degree,1648.0,4.9
2004-08,2004,Augest,Other College or Associate Degree,1412.0,4.1
2005-08,2005,Augest,Other College or Associate Degree,1233.0,3.5
2006-08,2006,Augest,Other College or Associate Degree,1246.0,3.5
2007-08,2007,Augest,Other College or Associate Degree,1300.0,3.6
2008-08,2008,Augest,Other College or Associate Degree,1789.0,4.9
2009-08,2009,Augest,Other College or Associate Degree,2980.0,8.1
2010-08,2010,Augest,Other College or Associate Degree,3204.0,8.7
2011-08,2011,Augest,Other College or Associate Degree,3068.0,8.3
2012-08,2012,Augest,Other College or Associate Degree,2497.0,6.7
2013-08,2013,Augest,Other College or Associate Degree,2297.0,6.1
2014-08,2014,Augest,Other College or Associate Degree,2008.0,5.3
2015-08,2015,Augest,Other College or Associate Degree,1603.0,4.3
2016-08,2016,Augest,Other College or Associate Degree,1566.0,4.2
2017-08,2017,Augest,Other College or Associate Degree,1376.0,3.7
2018-08,2018,Augest,Other College or Associate Degree,1302.0,3.5
2019-08,2019,Augest,Other College or Associate Degree,1143.0,3.0
2020-08,2020,Augest,Other College or Associate Degree,2807.0,7.7
2021-08,2021,Augest,Other College or Associate Degree,1773.0,5.0
2022-08,2022,Augest,Other College or Associate Degree,1046.0,2.9
2023-08,2023,Augest,Other College or Associate Degree,1087.0,3.0
1993-09,1993,September,Other College or Associate Degree,1475.0,5.1
1994-09,1994,September,Other College or Associate Degree,1303.0,4.3
1995-09,1995,September,Other College or Associate Degree,1182.0,3.8
1996-09,1996,September,Other College or Associate Degree,1151.0,3.7
1997-09,1997,September,Other College or Associate Degree,1026.0,3.3
1998-09,1998,September,Other College or Associate Degree,940.0,3.0
1999-09,1999,September,Other College or Associate Degree,871.0,2.7
2000-09,2000,September,Other College or Associate Degree,851.0,2.6
2001-09,2001,September,Other College or Associate Degree,1167.0,3.4
2002-09,2002,September,Other College or Associate Degree,1559.0,4.6
2003-09,2003,September,Other College or Associate Degree,1658.0,4.9
2004-09,2004,September,Other College or Associate Degree,1414.0,4.1
2005-09,2005,September,Other College or Associate Degree,1284.0,3.7
2006-09,2006,September,Other College or Associate Degree,1281.0,3.6
2007-09,2007,September,Other College or Associate Degree,1223.0,3.4
2008-09,2008,September,Other College or Associate Degree,1857.0,5.0
2009-09,2009,September,Other College or Associate Degree,3051.0,8.3
2010-09,2010,September,Other College or Associate Degree,3296.0,8.9
2011-09,2011,September,Other College or Associate Degree,3154.0,8.5
2012-09,2012,September,Other College or Associate Degree,2476.0,6.6
2013-09,2013,September,Other College or Associate Degree,2274.0,6.1
2014-09,2014,September,Other College or Associate Degree,2019.0,5.4
2015-09,2015,September,Other College or Associate Degree,1586.0,4.3
2016-09,2016,September,Other College or Associate Degree,1593.0,4.2
2017-09,2017,September,Other College or Associate Degree,1362.0,3.6
2018-09,2018,September,Other College or Associate Degree,1191.0,3.2
2019-09,2019,September,Other College or Associate Degree,1085.0,2.9
2020-09,2020,September,Other College or Associate Degree,2947.0,8.2
2021-09,2021,September,Other College or Associate Degree,1611.0,4.5
2022-09,2022,September,Other College or Associate Degree,1017.0,2.9
1993-10,1993,October,Other College or Associate Degree,1448.0,5.1
1994-10,1994,October,Other College or Associate Degree,1278.0,4.2
1995-10,1995,October,Other College or Associate Degree,1216.0,3.9
1996-10,1996,October,Other College or Associate Degree,1161.0,3.7
1997-10,1997,October,Other College or Associate Degree,917.0,2.9
1998-10,1998,October,Other College or Associate Degree,942.0,3.0
1999-10,1999,October,Other College or Associate Degree,884.0,2.7
2000-10,2000,October,Other College or Associate Degree,798.0,2.4
2001-10,2001,October,Other College or Associate Degree,1367.0,4.1
2002-10,2002,October,Other College or Associate Degree,1570.0,4.6
2003-10,2003,October,Other College or Associate Degree,1614.0,4.8
2004-10,2004,October,Other College or Associate Degree,1431.0,4.2
2005-10,2005,October,Other College or Associate Degree,1352.0,3.8
2006-10,2006,October,Other College or Associate Degree,1220.0,3.4
2007-10,2007,October,Other College or Associate Degree,1267.0,3.5
2008-10,2008,October,Other College or Associate Degree,1921.0,5.2
2009-10,2009,October,Other College or Associate Degree,3206.0,8.7
2010-10,2010,October,Other College or Associate Degree,3048.0,8.2
2011-10,2011,October,Other College or Associate Degree,2989.0,8.1
2012-10,2012,October,Other College or Associate Degree,2583.0,6.9
2013-10,2013,October,Other College or Associate Degree,2382.0,6.4
2014-10,2014,October,Other College or Associate Degree,1849.0,4.9
2015-10,2015,October,Other College or Associate Degree,1642.0,4.4
2016-10,2016,October,Other College or Associate Degree,1461.0,3.9
2017-10,2017,October,Other College or Associate Degree,1400.0,3.7
2018-10,2018,October,Other College or Associate Degree,1139.0,3.0
2019-10,2019,October,Other College or Associate Degree,1054.0,2.8
2020-10,2020,October,Other College or Associate Degree,2361.0,6.6
2021-10,2021,October,Other College or Associate Degree,1523.0,4.3
2022-10,2022,October,Other College or Associate Degree,1071.0,3.0
1993-11,1993,November,Other College or Associate Degree,1435.0,5.0
1994-11,1994,November,Other College or Associate Degree,1314.0,4.3
1995-11,1995,November,Other College or Associate Degree,1278.0,4.1
1996-11,1996,November,Other College or Associate Degree,1153.0,3.7
1997-11,1997,November,Other College or Associate Degree,986.0,3.1
1998-11,1998,November,Other College or Associate Degree,918.0,2.9
1999-11,1999,November,Other College or Associate Degree,872.0,2.7
2000-11,2000,November,Other College or Associate Degree,869.0,2.6
2001-11,2001,November,Other College or Associate Degree,1418.0,4.2
2002-11,2002,November,Other College or Associate Degree,1587.0,4.7
2003-11,2003,November,Other College or Associate Degree,1573.0,4.7
2004-11,2004,November,Other College or Associate Degree,1487.0,4.3
2005-11,2005,November,Other College or Associate Degree,1370.0,3.9
2006-11,2006,November,Other College or Associate Degree,1189.0,3.4
2007-11,2007,November,Other College or Associate Degree,1191.0,3.3
2008-11,2008,November,Other College or Associate Degree,2030.0,5.5
2009-11,2009,November,Other College or Associate Degree,3234.0,8.8
2010-11,2010,November,Other College or Associate Degree,3195.0,8.6
2011-11,2011,November,Other College or Associate Degree,2834.0,7.7
2012-11,2012,November,Other College or Associate Degree,2436.0,6.5
2013-11,2013,November,Other College or Associate Degree,2380.0,6.4
2014-11,2014,November,Other College or Associate Degree,1811.0,4.9
2015-11,2015,November,Other College or Associate Degree,1654.0,4.4
2016-11,2016,November,Other College or Associate Degree,1499.0,3.9
2017-11,2017,November,Other College or Associate Degree,1400.0,3.7
2018-11,2018,November,Other College or Associate Degree,1184.0,3.2
2019-11,2019,November,Other College or Associate Degree,1102.0,2.9
2020-11,2020,November,Other College or Associate Degree,2286.0,6.4
2021-11,2021,November,Other College or Associate Degree,1288.0,3.6
2022-11,2022,November,Other College or Associate Degree,1133.0,3.2
1993-12,1993,December,Other College or Associate Degree,1427.0,4.9
1994-12,1994,December,Other College or Associate Degree,1221.0,4.0
1995-12,1995,December,Other College or Associate Degree,1154.0,3.7
1996-12,1996,December,Other College or Associate Degree,1152.0,3.7
1997-12,1997,December,Other College or Associate Degree,1052.0,3.3
1998-12,1998,December,Other College or Associate Degree,910.0,2.9
1999-12,1999,December,Other College or Associate Degree,807.0,2.5
2000-12,2000,December,Other College or Associate Degree,891.0,2.7
2001-12,2001,December,Other College or Associate Degree,1439.0,4.2
2002-12,2002,December,Other College or Associate Degree,1654.0,4.9
2003-12,2003,December,Other College or Associate Degree,1484.0,4.4
2004-12,2004,December,Other College or Associate Degree,1454.0,4.2
2005-12,2005,December,Other College or Associate Degree,1397.0,3.9
2006-12,2006,December,Other College or Associate Degree,1198.0,3.4
2007-12,2007,December,Other College or Associate Degree,1371.0,3.8
2008-12,2008,December,Other College or Associate Degree,2107.0,5.7
2009-12,2009,December,Other College or Associate Degree,3224.0,8.7
2010-12,2010,December,Other College or Associate Degree,2976.0,8.1
2011-12,2011,December,Other College or Associate Degree,2819.0,7.6
2012-12,2012,December,Other College or Associate Degree,2568.0,6.9
2013-12,2013,December,Other College or Associate Degree,2283.0,6.2
2014-12,2014,December,Other College or Associate Degree,1844.0,5.0
2015-12,2015,December,Other College or Associate Degree,1566.0,4.1
2016-12,2016,December,Other College or Associate Degree,1468.0,3.8
2017-12,2017,December,Other College or Associate Degree,1382.0,3.6
2018-12,2018,December,Other College or Associate Degree,1240.0,3.3
2019-12,2019,December,Other College or Associate Degree,1036.0,2.8
2020-12,2020,December,Other College or Associate Degree,2296.0,6.4
2021-12,2021,December,Other College or Associate Degree,1257.0,3.5
2022-12,2022,December,Other College or Associate Degree,1054.0,2.9
